longitude,latitude,So2_value(mol/m^2)
74.0543060302735,11.574480056762807,0.0001262465666513
74.0543060302735,11.714901281862954,0.0004290094075258
74.0543060302735,11.855322506963098,0.0003537896845955
74.0543060302735,11.99574373206324,-5.546180182136595e-05
74.0543060302735,12.136164957163386,0.000373051239876
74.0543060302735,12.27658618226353,-0.0003965992946177
74.0543060302735,12.417007407363675,0.0001742725726217
74.0543060302735,12.55742863246382,0.0004089541616849
74.0543060302735,12.697849857563964,-0.0003797610115725
74.0543060302735,12.838271082664107,-4.353426993475296e-05
74.0543060302735,12.978692307764252,-0.000351874041371
74.0543060302735,13.119113532864397,0.0003277396026533
74.0543060302735,13.25953475796454,-0.0001822467747842
74.0543060302735,13.399955983064684,0.0002123566519003
74.0543060302735,13.540377208164829,0.0005402588867582
74.0543060302735,13.680798433264972,5.34354621777311e-05
74.0543060302735,13.821219658365118,-0.0001428485120413
74.0543060302735,13.96164088346526,-0.0001057472691172
74.0543060302735,14.102062108565406,-3.62746613973286e-05
74.0543060302735,14.24248333366555,0.0003142280620522
74.0543060302735,14.382904558765697,-5.7599252613727e-05
74.0543060302735,14.52332578386584,-0.0002892580232582
74.0543060302735,14.663747008965984,-8.955064549809322e-05
74.0543060302735,14.804168234066127,0.0001460588973714
74.0543060302735,14.944589459166272,8.824781980365515e-05
74.0543060302735,15.085010684266416,0.0001090572332032
74.0543060302735,15.22543190936656,0.0014636771520599
74.0543060302735,15.365853134466704,0.0002205386845162
74.0543060302735,15.506274359566849,3.387842662050389e-05
74.0543060302735,15.646695584666992,2.78750612778822e-05
74.0543060302735,15.787116809767138,8.793340384727344e-05
74.0543060302735,15.927538034867284,-0.0002525559684727
74.0543060302735,16.067959259967427,4.022281791549176e-05
74.0543060302735,16.208380485067572,0.0003155032463837
74.0543060302735,16.348801710167713,-0.0001151279211626
74.0543060302735,16.48922293526786,0.000262573827058
74.0543060302735,16.629644160368002,0.0009675686014816
74.0543060302735,16.770065385468147,-0.000357211130904
74.0543060302735,16.91048661056829,0.000156511858222
74.0543060302735,17.050907835668436,-0.0002640857128426
74.0543060302735,17.19132906076858,-0.0002663118648342
